"drug_name"	"drugbank_id"	"ind_name"	"ind_id"	"nct"	"status"	"phase"	"detailedstatus"	"drug_obo_id"	"drug_rxnorm_id"	"ind_obo_id"	"ind_meddra_pt"	"ind_snomed_id"
magnesium oxide	DB01377	Hypomagnesemia	C0151723		Approved			CHEBI_31794	"6582"	HP:0002917	"10021027"	"190855004"
bleomycin	DB00290	Malignant neoplasm of penis	C0153601		Approved			CHEBI_22907	"1622"	MONDO_0001325	"10034299"	"363516004"
melatonin	DB01065	Acute myocardial infarction	C0155626	NCT00640094	Terminated	Phase 2		CHEBI_16796	"6711"	MONDO_0004781	"10000891"	"57054005"
tenecteplase	DB00031	Acute myocardial infarction	C0155626		Approved				"259280"	MONDO_0004781	"10000891"	"57054005"
nitric oxide	DB00435	Acute myocardial infarction	C0155626	NCT00568061	Terminated	Phase 2	Slow Enrollment	CHEBI_16480	"7442"	MONDO_0004781	"10000891"	"57054005"
heparin	DB01109	Acute myocardial infarction	C0155626	NCT02565147	Terminated	Phase 3	Futility at the interim analysis.	CHEBI_28304	"5224"	MONDO_0004781	"10000891"	"57054005"
ciclosporin	DB00091	Acute myocardial infarction	C0155626	NCT01901471	Withdrawn	Phase 2		CHEBI_4031	"3008"	MONDO_0004781	"10000891"	"57054005"
alteplase	DB00009	Acute myocardial infarction	C0155626		Approved				"8410"	MONDO_0004781	"10000891"	"57054005"
abciximab	DB00054	Acute myocardial infarction	C0155626	NCT00894023	Terminated	Phase 3	the study was stopped because the sample size was very difficult to achieve.		"83929"	MONDO_0004781	"10000891"	"57054005"
reteplase	DB00015	Acute myocardial infarction	C0155626		Approved				"76895"	MONDO_0004781	"10000891"	"57054005"
phenylbutanoic acid	DB06819	Citrullinemia	C0175683		Approved			CHEBI_41500	"1546447|81647"	MONDO_0015991	"10058298"	"398680004"
tazemetostat	DB12887	Sarcoma, Epithelioid	C0205944		Approved				"2274378"	MONDO_0017387	"10015099"	"59238007"
pantoprazole	DB00213	Erosive esophagitis	C0267055		Approved			CHEBI_7915	"40790"		"10063655"	"40719004"
dexlansoprazole	DB05351	Erosive esophagitis	C0267055		Approved			CHEBI_135931	"816346"		"10063655"	"40719004"
ranitidine	DB00863	Erosive esophagitis	C0267055		Approved			CHEBI_92246	"9143"		"10063655"	"40719004"
omeprazole	DB00338	Erosive esophagitis	C0267055		Approved			CHEBI_77260	"7646"		"10063655"	"40719004"
lansoprazole	DB00448	Erosive esophagitis	C0267055	NCT02873702	Terminated	Phase 3	Compound is not expected to change the current treatment practice or fill significant clinical need for patients in China over currently available EE agents.	CHEBI_6375	"17128"		"10063655"	"40719004"
lansoprazole	DB00448	Erosive esophagitis	C0267055		Approved			CHEBI_6375	"17128"		"10063655"	"40719004"
dexrabeprazole	DB13762	Erosive esophagitis	C0267055		Approved			CHEBI_134729			"10063655"	"40719004"
famotidine	DB00927	Erosive esophagitis	C0267055		Approved			CHEBI_4975	"4278"		"10063655"	"40719004"
	DB05351	Erosive esophagitis	C0267055	NCT02873702	Terminated	Phase 3	Compound is not expected to change the current treatment practice or fill significant clinical need for patients in China over currently available EE agents.	CHEBI_135931	"816346"		"10063655"	"40719004"
esomeprazole	DB00338	Erosive esophagitis	C0267055		Approved			CHEBI_77260	"7646"		"10063655"	"40719004"
nizatidine	DB00585	Erosive esophagitis	C0267055		Approved			CHEBI_7601	"42319"		"10063655"	"40719004"
esomeprazole	DB00736	Erosive esophagitis	C0267055		Approved			CHEBI_50275	"283742"		"10063655"	"40719004"
promethazine	DB01069	Gastroparesis due to diabetes mellitus	C0267176	NCT02130622	Terminated	Phase 2	Lack of recruitment	CHEBI_8461	"8745"		"10051153"	"713704004"
metoclopramide	DB01233	Gastroparesis due to diabetes mellitus	C0267176		Approved			CHEBI_107736	"6915"		"10051153"	"713704004"
	DB01075	Gastroparesis due to diabetes mellitus	C0267176	NCT02130622	Terminated	Phase 2	Lack of recruitment	CHEBI_4636	"3498"		"10051153"	"713704004"
deferiprone	DB08826	Iron Overload	C0282193		Approved			CHEBI_68554	"11645"		"10065973"	"60737008"
deferasirox	DB01609	Iron Overload	C0282193	NCT01927913	Withdrawn	Phase 2	This study was withdrawn until the evaluation of the nonclinical rat findings is complete.	CHEBI_49005	"614373"		"10065973"	"60737008"
deferasirox	DB01609	Iron Overload	C0282193	NCT00602446	Terminated	Phase 2	Due to slow accrual of patients	CHEBI_49005	"614373"		"10065973"	"60737008"
deferasirox	DB01609	Iron Overload	C0282193	NCT01159067	Terminated	Phase 2	Low enrollment	CHEBI_49005	"614373"		"10065973"	"60737008"
pentosan polysulfate	DB00686	Interstitial Cystitis	C0282488		Approved			CHEBI_184555	"155046"	MONDO_0018301	"10011801"	"111409009"
dimethyl sulfoxide	DB01093	Interstitial Cystitis	C0282488		Approved			CHEBI_28262	"3455"	MONDO_0018301	"10011801"	"111409009"
cetuximab	DB00002	Squamous cell carcinoma of mouth	C0585362		Approved				"318341"	MONDO_0004958	"10041857"	"307502000"
estradiol	DB00783	Ovarian failure	C0747102		Approved			CHEBI_16469	"4083"		"10033165"	"111550004"
salicylic acid	DB14006	Hyperkeratosis	C0870082		Approved			CHEBI_16914	"20974"	HP:0000962	"10020649"	"26996000"
salicylic acid	DB00936	Hyperkeratosis	C0870082		Approved			CHEBI_16914	"9525"	HP:0000962	"10020649"	"26996000"
salicylic acid	DB13860	Hyperkeratosis	C0870082		Approved			CHEBI_16914		HP:0000962	"10020649"	"26996000"
tretinoin	DB00755	Hyperkeratosis	C0870082		Approved			CHEBI_15367	"10753"	HP:0000962	"10020649"	"26996000"
prednisolone	DB00860	Sjogren's Syndrome	C1527336		Approved			CHEBI_8378	"8638"		"10040767"	"83901003"
dexamethasone phosphate	DB01234	Sjogren's Syndrome	C1527336	NCT01316770	Terminated	Phase 2	Slow enrollment	CHEBI_68637	"3264"		"10040767"	"83901003"
cortisone acetate	DB01380	Aspiration pneumonitis	C1761609		Approved			CHEBI_3897	"21655"		"10035744"	"155597006"
hydrocortisone	DB00741	Aspiration pneumonitis	C1761609		Approved			CHEBI_17650	"5492"		"10035744"	"155597006"
triamcinolone	DB00620	Aspiration pneumonitis	C1761609		Approved			CHEBI_9667	"10759"		"10035744"	"155597006"
betamethasone acetate	DB00443	Aspiration pneumonitis	C1761609		Approved			CHEBI_3077	"1514"		"10035744"	"155597006"
triamcinolone acetonide	DB00620	Aspiration pneumonitis	C1761609		Approved			CHEBI_9667	"10759"		"10035744"	"155597006"
triamcinolone diacetate	DB00620	Aspiration pneumonitis	C1761609		Approved			CHEBI_9667	"10759"		"10035744"	"155597006"
hydrocortisone succinate	DB14545	Aspiration pneumonitis	C1761609		Approved			CHEBI_31677	"21651"		"10035744"	"155597006"
hydrocortisone succinate	DB00741	Aspiration pneumonitis	C1761609		Approved			CHEBI_17650	"5492"		"10035744"	"155597006"
hydrocortisone acetate	DB00741	Aspiration pneumonitis	C1761609		Approved			CHEBI_17650	"5492"		"10035744"	"155597006"
methylprednisolone	DB00959	Aspiration pneumonitis	C1761609		Approved			CHEBI_6888	"6902"		"10035744"	"155597006"
prednisolone	DB00860	Aspiration pneumonitis	C1761609		Approved			CHEBI_8378	"8638"		"10035744"	"155597006"
betamethasone	DB00443	Aspiration pneumonitis	C1761609		Approved			CHEBI_3077	"1514"		"10035744"	"155597006"
hydrocortisone acetate	DB14539	Aspiration pneumonitis	C1761609		Approved			CHEBI_17609	"27197"		"10035744"	"155597006"
pembrolizumab	DB09037	Triple Negative Breast Neoplasms	C3539878		Approved				"1547545"		"10075566"	"706970001"
paclitaxel	DB01229	Triple Negative Breast Neoplasms	C3539878	NCT02685306	Withdrawn	Phase 2		CHEBI_45863	"56946"		"10075566"	"706970001"
dasatinib	DB01254	Triple Negative Breast Neoplasms	C3539878	NCT02720185	Terminated	Phase 2	Study terminated early due to COVID-19 related slow enrollment and funding	CHEBI_49375	"475342|1546019"		"10075566"	"706970001"
sacituzumab govitecan	DB12893	Triple Negative Breast Neoplasms	C3539878		Approved				"2360232|2360530"		"10075566"	"706970001"
	DB01248	Triple Negative Breast Neoplasms	C3539878	NCT02124902	Terminated	Phase 2	Insufficient funding/staff	CHEBI_4672	"72962|1299922"		"10075566"	"706970001"
carboplatin	DB00958	Triple Negative Breast Neoplasms	C3539878	NCT02124902	Terminated	Phase 2	Insufficient funding/staff	CHEBI_31355	"40048"		"10075566"	"706970001"
everolimus	DB01590	Neuroendocrine tumor of pancreas	C4305467		Approved			CHEBI_68478	"141704"		"10067517"	"126864006"
streptozocin	DB00428	Neuroendocrine tumor of pancreas	C4305467		Approved			CHEBI_9288	"10114"		"10067517"	"126864006"
sunitinib	DB01268	Neuroendocrine tumor of pancreas	C4305467		Approved			CHEBI_38940	"357977"		"10067517"	"126864006"
meropenem	DB00760	Ascites	C0003962	NCT01455246	Terminated	Phase 2/Phase 3	Decision of independent monitoring committee after interim analysis: Risk of failure significantly higher in ceftazidime group.	CHEBI_43968	"1546029|29561"	HP:0001541	"10003445"	"389026000"
norfloxacin	DB01059	Miscarriage with sepsis	C0269398		Approved			CHEBI_100246	"7517"			"67465009"
norfloxacin	DB01059	Hospital acquired pneumonia	C0949083		Approved			CHEBI_100246	"7517"			"425464007"
oxybutynin	DB01062	Neurogenic Urinary Bladder	C0005697		Approved			CHEBI_7856	"32675"	MONDO_0001445	"10029279"	"398064005"
oxacillin	DB00713	Sepsis due to Staphylococcus aureus	C2887088		Approved			CHEBI_7809	"7773"			"448417001"
piperacillin	DB00319	Acute gonococcal endometritis	C0153196		Approved			CHEBI_8232	"1546000|8339"	MONDO_0004264		"65295003"
piperacillin	DB00319	Hospital acquired pneumonia	C0949083		Approved			CHEBI_8232	"1546000|8339"			"425464007"
proglumetacin	DB13527	Arthritis	C0003864		Approved			CHEBI_76263		MONDO_0005578	"10003246"	"3723001"
promazine	DB00420	Bipolar affective disorder, current episode manic	C0338873		Approved			CHEBI_8459	"8742"			"191618007"
quinfamide	DB12780	Amebiasis	C0002438		Approved			CHEBI_135493	"35216"	MONDO_0005644	"10001980"	"111910009"
quetiapine	DB01224	Bipolar affective disorder, current episode manic	C0338873		Approved			CHEBI_8707	"51272"			"191618007"
edaravone	DB12243	Amyotrophic Lateral Sclerosis	C0002736		Approved			CHEBI_31530	"1921877"	MONDO_0004976	"10002026"	"86044005"
lithium citrate	DB14507	Bipolar affective disorder, current episode manic	C0338873		Approved			CHEBI_64735	"52105"			"191618007"
lithium citrate	DB14509	Bipolar affective disorder, current episode manic	C0338873		Approved			CHEBI_6504	"42351"			"191618007"
roxadustat	DB04847	Anemia in chronic kidney disease	C1561828		Approved			CHEBI_132774				"707323002"
taurursodiol	DB08834	Amyotrophic Lateral Sclerosis	C0002736		Approved			CHEBI_80774	"2613950"	MONDO_0004976	"10002026"	"86044005"
cefuroxime axetil	DB01112	Acute gonococcal endometritis	C0153196		Approved			CHEBI_3515	"2194"	MONDO_0004264		"65295003"
riluzole	DB00740	Amyotrophic Lateral Sclerosis	C0002736	NCT00818389	Terminated	Phase 2/Phase 3	NINDS DSMB recommended trial be terminated for futility after reviewing an interim analysis of 84 subjects.	CHEBI_8863	"35623"	MONDO_0004976	"10002026"	"86044005"
	DB14509	Amyotrophic Lateral Sclerosis	C0002736	NCT00818389	Terminated	Phase 2/Phase 3	NINDS DSMB recommended trial be terminated for futility after reviewing an interim analysis of 84 subjects.	CHEBI_6504	"42351"	MONDO_0004976	"10002026"	"86044005"
rebamipide	DB11656	Gastritis	C0017152		Approved			CHEBI_93814		MONDO_0004966	"10017853"	"4556007"
	DB00104	Hepatorenal Syndrome	C0019212	NCT01587222	Withdrawn	Phase 2	the sponsor did not provide the treatment		"7617"	MONDO_0001382	"10019846"	"51292008"
midodrine	DB00211	Hepatorenal Syndrome	C0019212	NCT00742339	Terminated	Phase 2/Phase 3	Decision of independent monitoring committee: Risk of non-response to treatment significantly higher in midodrine group than in terlipressin group.	CHEBI_6933	"6963"	MONDO_0001382	"10019846"	"51292008"
	DB02638	Hepatorenal Syndrome	C0019212	NCT00742339	Terminated	Phase 2/Phase 3	Decision of independent monitoring committee: Risk of non-response to treatment significantly higher in midodrine group than in terlipressin group.	CHEBI_135905	"57048"	MONDO_0001382	"10019846"	"51292008"
	DB00104	Hepatorenal Syndrome	C0019212	NCT00742339	Terminated	Phase 2/Phase 3	Decision of independent monitoring committee: Risk of non-response to treatment significantly higher in midodrine group than in terlipressin group.		"7617"	MONDO_0001382	"10019846"	"51292008"
terlipressin	DB02638	Hepatorenal Syndrome	C0019212		Approved			CHEBI_135905	"57048"	MONDO_0001382	"10019846"	"51292008"
midodrine	DB00211	Hepatorenal Syndrome	C0019212	NCT01587222	Withdrawn	Phase 2	the sponsor did not provide the treatment	CHEBI_6933	"6963"	MONDO_0001382	"10019846"	"51292008"
amphotericin B	DB00681	Histoplasmosis	C0019655		Approved			CHEBI_2682	"236594|732"	MONDO_0018312	"10020141"	"12962009"
itraconazole	DB01167	Histoplasmosis	C0019655		Approved			CHEBI_6076	"28031"	MONDO_0018312	"10020141"	"12962009"
ketoconazole	DB01026	Histoplasmosis	C0019655		Approved			CHEBI_48339	"6135"	MONDO_0018312	"10020141"	"12962009"
fluorometholone acetate	DB00324	Iritis	C0022081		Approved			CHEBI_31625	"4491"	MONDO_0006814	"10022955"	"65074000"
dexamethasone	DB01234	Iritis	C0022081		Approved			CHEBI_41879	"3264"	MONDO_0006814	"10022955"	"65074000"
fluorometholone	DB00324	Iritis	C0022081		Approved			CHEBI_31625	"4491"	MONDO_0006814	"10022955"	"65074000"
cortisone acetate	DB01380	Iritis	C0022081		Approved			CHEBI_3897	"21655"	MONDO_0006814	"10022955"	"65074000"
loteprednol etabonate	DB00873	Iritis	C0022081		Approved			CHEBI_50848	"237027"	MONDO_0006814	"10022955"	"65074000"
loteprednol etabonate	DB14596	Iritis	C0022081		Approved			CHEBI_31784	"52177"	MONDO_0006814	"10022955"	"65074000"
hydrocortisone	DB00741	Iritis	C0022081		Approved			CHEBI_17650	"5492"	MONDO_0006814	"10022955"	"65074000"
medrysone	DB00253	Iritis	C0022081		Approved			CHEBI_34829	"29439"	MONDO_0006814	"10022955"	"65074000"
prednisolone	DB00860	Iritis	C0022081		Approved			CHEBI_8378	"8638"	MONDO_0006814	"10022955"	"65074000"
ritodrine	DB00867	Premature Obstetric Labor	C0022876		Approved			CHEBI_156577	"9392"		"10036600"	"6383007"
triamcinolone hexacetonide	DB00620	Lichen Planus	C0023646		Approved			CHEBI_9667	"10759"	MONDO_0006572	"10024429"	"4776004"
etanercept	DB00005	Lichen Planus	C0023646	NCT00285779	Terminated	Phase 2	Slow recruitment	CHEBI_4875	"214555|2103480|2462511"	MONDO_0006572	"10024429"	"4776004"
triamcinolone acetonide	DB00620	Lichen Planus	C0023646		Approved			CHEBI_9667	"10759"	MONDO_0006572	"10024429"	"4776004"
triamcinolone diacetate	DB00620	Lichen Planus	C0023646		Approved			CHEBI_9667	"10759"	MONDO_0006572	"10024429"	"4776004"
triamcinolone	DB00620	Lichen Planus	C0023646		Approved			CHEBI_9667	"10759"	MONDO_0006572	"10024429"	"4776004"
alefacept	DB00092	Lichen Planus	C0023646	NCT00135733	Terminated	Phase 2	Pharmaceutical sponsor withdrew financial support.		"299635"	MONDO_0006572	"10024429"	"4776004"
lenograstim	DB13144	Lymphoma	C0024299	NCT01016795	Terminated	Phase 2	Study closed Nov 2000 by Amgen, who stopped drug delivery		"70167"	MONDO_0005062	"10025310"	"118600007"
tirabrutinib hydrochloride	DB15227	Lymphoma	C0024299		Approved					MONDO_0005062	"10025310"	"118600007"
cyclophosphamide	DB00531	Lymphoma	C0024299		Approved			CHEBI_4027	"1545988|3002"	MONDO_0005062	"10025310"	"118600007"
thiotepa	DB04572	Lymphoma	C0024299		Approved			CHEBI_9570	"10473"	MONDO_0005062	"10025310"	"118600007"
busulfan	DB01008	Lymphoma	C0024299		Approved			CHEBI_28901	"1828"	MONDO_0005062	"10025310"	"118600007"
scopolamine	DB00747	Motion Sickness	C0026603	NCT04219982	Terminated	Phase 2/Phase 3	Failure to meet enrollment	CHEBI_16794	"9601|9603"	MONDO_0008015	"10027990"	"37031009"
buclizine	DB00354	Motion Sickness	C0026603		Approved			CHEBI_3205	"59636"	MONDO_0008015	"10027990"	"37031009"
scopolamine	DB00747	Motion Sickness	C0026603	NCT02155309	Terminated	Phase 2/Phase 3	Business reason	CHEBI_16794	"9601|9603"	MONDO_0008015	"10027990"	"37031009"
cinnarizine	DB00568	Motion Sickness	C0026603		Approved			CHEBI_31403	"2549"	MONDO_0008015	"10027990"	"37031009"
meclozine	DB00737	Motion Sickness	C0026603		Approved			CHEBI_6709	"6676"	MONDO_0008015	"10027990"	"37031009"
dimenhydrinate	DB00985	Motion Sickness	C0026603		Approved			CHEBI_94848	"3444"	MONDO_0008015	"10027990"	"37031009"
cyclizine	DB01176	Motion Sickness	C0026603		Approved			CHEBI_3994	"2977"	MONDO_0008015	"10027990"	"37031009"
scopolamine	DB00747	Motion Sickness	C0026603		Approved			CHEBI_16794	"9601|9603"	MONDO_0008015	"10027990"	"37031009"
parathiazine	DB15978	Motion Sickness	C0026603		Approved			CHEBI_135253		MONDO_0008015	"10027990"	"37031009"
cyclobenzaprine	DB00924	Muscle Spasticity	C0026838		Approved			CHEBI_3996	"21949"	HP:0001257	"10028335"	"397790002"
diazepam	DB00829	Muscle Spasticity	C0026838		Approved			CHEBI_49575	"3322"	HP:0001257	"10028335"	"397790002"
chlorphenesin carbamate	DB14656	Muscle Spasticity	C0026838		Approved			CHEBI_3643	"20880"	HP:0001257	"10028335"	"397790002"
tizanidine	DB00697	Muscle Spasticity	C0026838		Approved			CHEBI_63629	"57258"	HP:0001257	"10028335"	"397790002"
chlorphenesin carbamate	DB00856	Muscle Spasticity	C0026838		Approved			CHEBI_3642	"2399"	HP:0001257	"10028335"	"397790002"
thiocolchicoside	DB11582	Muscle Spasticity	C0026838		Approved			CHEBI_94557		HP:0001257	"10028335"	"397790002"
dantrolene	DB01219	Muscle Spasticity	C0026838		Approved			CHEBI_4317	"3105"	HP:0001257	"10028335"	"397790002"
caffeine	DB00201	Muscle Spasticity	C0026838		Approved			CHEBI_27732	"1886"	HP:0001257	"10028335"	"397790002"
tolperisone	DB06264	Muscle Spasticity	C0026838		Approved			CHEBI_93835	"10639"	HP:0001257	"10028335"	"397790002"
methocarbamol	DB00423	Muscle Spasticity	C0026838		Approved			CHEBI_77498	"6845"	HP:0001257	"10028335"	"397790002"
chlorzoxazone	DB00356	Muscle Spasticity	C0026838		Approved			CHEBI_3655	"2410"	HP:0001257	"10028335"	"397790002"
carisoprodol	DB00395	Muscle Spasticity	C0026838		Approved			CHEBI_3419	"2101"	HP:0001257	"10028335"	"397790002"
orphenadrine	DB01173	Muscle Spasticity	C0026838		Approved			CHEBI_7789	"7715"	HP:0001257	"10028335"	"397790002"
metaxalone	DB00660	Muscle Spasticity	C0026838		Approved			CHEBI_6797	"59078"	HP:0001257	"10028335"	"397790002"
baclofen	DB00181	Muscle Spasticity	C0026838	NCT00280280	Terminated	Phase 1	low patient accrual	CHEBI_2972	"1292"	HP:0001257	"10028335"	"397790002"
sodium oxybate	DB01440	Narcolepsy	C0027404		Approved			CHEBI_30830	"1546380|2387302"	MONDO_0021107	"10028713"	"60380001"
sodium oxybate	DB09072	Narcolepsy	C0027404		Approved				"9899"	MONDO_0021107	"10028713"	"60380001"
methylphenidate	DB00422	Narcolepsy	C0027404		Approved			CHEBI_84276	"6901"	MONDO_0021107	"10028713"	"60380001"
sodium oxybate	DB09072	Narcolepsy	C0027404	NCT03626727	Withdrawn	Early Phase 1	Target study population was extremely difficult to recruit and planned study budget was exceeded		"9899"	MONDO_0021107	"10028713"	"60380001"
modafinil	DB00745	Narcolepsy	C0027404		Approved			CHEBI_77585	"30125"	MONDO_0021107	"10028713"	"60380001"
	DB01440	Narcolepsy	C0027404	NCT03626727	Withdrawn	Early Phase 1	Target study population was extremely difficult to recruit and planned study budget was exceeded	CHEBI_30830	"1546380|2387302"	MONDO_0021107	"10028713"	"60380001"
armodafinil	DB06413	Narcolepsy	C0027404		Approved			CHEBI_77590	"641465|30125"	MONDO_0021107	"10028713"	"60380001"
dexamfetamine	DB01576	Narcolepsy	C0027404		Approved			CHEBI_4469	"3288"	MONDO_0021107	"10028713"	"60380001"
amfetamine	DB00182	Narcolepsy	C0027404		Approved			CHEBI_132233	"3288|725"	MONDO_0021107	"10028713"	"60380001"
pitolisant	DB11642	Narcolepsy	C0027404		Approved			CHEBI_134709	"2197878"	MONDO_0021107	"10028713"	"60380001"
solriamfetol	DB14754	Narcolepsy	C0027404		Approved				"2121751"	MONDO_0021107	"10028713"	"60380001"
